cType	SYMBOL	Missense	Nonsense
CM	SUZ12	0.025464731347084286	
CM	SVEP1	1.06951871657754	0.12732365673542145
CM	SYK	0.2546473134708429	
CM	SYNCRIP	0.05092946269416857	0.05092946269416857
CM	TAF1	0.2801120448179272	
CM	TAOK1	0.15278838808250572	0.07639419404125286
CM	TAOK2	0.30557677616501144	
CM	TBX3	0.12732365673542145	
CM	TCF12	0.10185892538833714	
CM	TCF4	0.38197097020626436	
CM	TCF7L2	0.15278838808250572	
CM	TET2	0.07639419404125286	
CM	TFDP1	0.07639419404125286	
CM	TFDP2	0.10185892538833714	
CM	TGFBR1	0.05092946269416857	
CM	TGFBR2	0.10185892538833714	0.025464731347084286
CM	THRAP3	0.15278838808250572	
CM	TJP1	0.10185892538833714	0.025464731347084286
CM	TJP2	0.2546473134708429	
CM	TMEM127	0.025464731347084286	
CM	TNFAIP3	0.025464731347084286	
CM	TNFSF10	0.07639419404125286	
CM	TNPO1	0.12732365673542145	0.05092946269416857
CM	TNPO2	0.05092946269416857	
CM	TOM1	0.025464731347084286	0.025464731347084286
CM	TP53	0.7384772090654443	0.2801120448179272
CM	TP53BP1	0.3310415075120957	0.025464731347084286
CM	TPMT	0.025464731347084286	
CM	TRAF3	0.07639419404125286	
CM	TRAF7	0.025464731347084286	
CM	TRERF1	0.05092946269416857	
CM	TRIO	0.30557677616501144	
CM	TRIP10	0.025464731347084286	
CM	TRRAP	0.7130124777183601	0.10185892538833714
CM	TSC1		0.025464731347084286
CM	TSC2	0.17825311942959002	0.025464731347084286
CM	TSHR	0.05092946269416857	
CM	TXNIP	0.025464731347084286	
CM	UBC		0.05092946269416857
CM	UBR5	0.4329004329004329	0.10185892538833714
CM	UGT1A1	0.15278838808250572	0.025464731347084286
CM	UPF3B	0.025464731347084286	0.05092946269416857
CM	USP6	0.17825311942959002	
CM	VHL	0.07639419404125286	0.025464731347084286
CM	VIM	0.10185892538833714	
CM	WAS	0.07639419404125286	0.05092946269416857
CM	WASF3	0.12732365673542145	
CM	WHSC1	0.2291825821237586	
CM	WHSC1L1	0.15278838808250572	
CM	WIPF1	0.025464731347084286	
CM	WNK1	0.15278838808250572	0.025464731347084286
CM	WNT5A	0.05092946269416857	
CM	WRAP53	0.07639419404125286	0.05092946269416857
CM	WRN	0.10185892538833714	0.07639419404125286
CM	WT1	0.15278838808250572	0.025464731347084286
CM	XPC	0.025464731347084286	
CM	XPO1	0.025464731347084286	
CM	XRN1	0.12732365673542145	0.07639419404125286
CM	ZC3H11A	0.10185892538833714	
CM	ZFHX3	0.05092946269416857	0.10185892538833714
CM	ZFP36L1	0.025464731347084286	
CM	ZFP36L2		0.05092946269416857
CM	ZMYM2	0.15278838808250572	
CM	ZNF292	0.07639419404125286	
CM	ZNF638	0.15278838808250572	0.05092946269416857
CM	ZNF750	0.10185892538833714	
CM	ZNF814	0.025464731347084286	
CM	ZNRF3	0.17825311942959002	0.025464731347084286
CM	ZRSR2	0.025464731347084286	0.025464731347084286
COREAD	ABCB4		0.1142857142857143
COREAD	ABL1	0.1142857142857143	
COREAD	ACACA	0.2285714285714286	
COREAD	ACO1	0.1142857142857143	0.1142857142857143
COREAD	ACSL6	0.1142857142857143	
COREAD	ACTB	0.1142857142857143	
COREAD	ACVR1	0.2285714285714286	
COREAD	ACVR1B	0.8	0.1142857142857143
COREAD	ACVR2A		0.4571428571428572
COREAD	ADCY1	0.1142857142857143	
COREAD	AFF4	0.1142857142857143	
COREAD	AHCTF1	0.2285714285714286	
COREAD	ALK	0.1142857142857143	
COREAD	ANK3	0.1142857142857143	
COREAD	APC	0.2285714285714286	16.34285714285714
COREAD	AR	0.4571428571428572	
COREAD	ARFGEF1		0.1142857142857143
COREAD	ARHGAP29	0.1142857142857143	
COREAD	ARHGEF6		0.1142857142857143
COREAD	ARID1A		0.6857142857142857
COREAD	ARID1B		0.1142857142857143
COREAD	ARID2	0.34285714285714286	0.1142857142857143
COREAD	ARID4A	0.1142857142857143	0.2285714285714286
COREAD	ARID4B	0.1142857142857143	
COREAD	ARNTL	0.1142857142857143	
COREAD	ASH1L	0.2285714285714286	
COREAD	ASPM	0.1142857142857143	
COREAD	ASXL1	0.1142857142857143	0.1142857142857143
COREAD	ATM	0.34285714285714286	0.4571428571428572
COREAD	ATP1A1	0.1142857142857143	
COREAD	ATR	0.34285714285714286	0.1142857142857143
COREAD	ATRX	0.1142857142857143	
COREAD	AXIN1	0.1142857142857143	
COREAD	AXIN2	0.2285714285714286	0.34285714285714286
COREAD	BARD1		0.1142857142857143
COREAD	BAX	0.1142857142857143	
COREAD	BCL10		0.1142857142857143
COREAD	BCL11A	0.1142857142857143	
COREAD	BCL6	0.1142857142857143	
COREAD	BCLAF1	0.2285714285714286	
COREAD	BCOR	0.1142857142857143	0.2285714285714286
COREAD	BLM	0.1142857142857143	
COREAD	BMPR1A		0.1142857142857143
COREAD	BMPR2	0.1142857142857143	0.1142857142857143
COREAD	BPTF	0.2285714285714286	
COREAD	BRAF	0.2285714285714286	
COREAD	BRCA2	0.1142857142857143	
COREAD	BRIP1		0.1142857142857143
COREAD	BTK	0.1142857142857143	
COREAD	CAD	0.5714285714285714	
COREAD	CALR	0.1142857142857143	
COREAD	CARD11	0.2285714285714286	
COREAD	CASP8	0.1142857142857143	
COREAD	CBLB	0.2285714285714286	0.1142857142857143
COREAD	CDC73	0.1142857142857143	
COREAD	CDH1		0.1142857142857143
COREAD	CDK12	0.1142857142857143	0.1142857142857143
COREAD	CDKN1B		0.2285714285714286
COREAD	CEP290	0.1142857142857143	
COREAD	CHD2	0.2285714285714286	
COREAD	CHD4	0.6857142857142857	
COREAD	CHD6	0.2285714285714286	
COREAD	CHD9	0.2285714285714286	
COREAD	CIC		0.1142857142857143
COREAD	CIITA	0.1142857142857143	
COREAD	CLCN2	0.1142857142857143	
COREAD	CLOCK	0.1142857142857143	
COREAD	CLSPN	0.1142857142857143	
COREAD	CLTC	0.1142857142857143	
COREAD	CNOT1	0.34285714285714286	
COREAD	CNTNAP1	0.2285714285714286	
COREAD	COL1A1	0.34285714285714286	
COREAD	COPS4		0.1142857142857143
COREAD	CREBBP		0.2285714285714286
COREAD	CTCF	0.2285714285714286	
COREAD	CTNNB1	0.9142857142857144	
COREAD	CUL1		0.2285714285714286
COREAD	CUL4A	0.1142857142857143	
COREAD	CUX1	0.1142857142857143	
COREAD	DAXX	0.1142857142857143	
COREAD	DCC	0.34285714285714286	
COREAD	DEPDC1B	0.1142857142857143	
COREAD	DICER1	0.2285714285714286	0.2285714285714286
COREAD	DIS3	0.1142857142857143	
COREAD	DLC1	0.34285714285714286	
COREAD	DLG1	0.1142857142857143	
COREAD	DNM2	0.1142857142857143	
COREAD	DNMT3A	0.1142857142857143	
COREAD	DPYD	0.2285714285714286	
COREAD	EFTUD2	0.1142857142857143	
COREAD	EGFR	0.34285714285714286	
COREAD	EIF2C3	0.1142857142857143	
COREAD	EIF4A2	0.1142857142857143	
COREAD	EIF4G3	0.1142857142857143	
COREAD	ELF3	0.1142857142857143	0.5714285714285714
COREAD	ELF4	0.1142857142857143	
COREAD	EP300	0.2285714285714286	
COREAD	EPHA1	0.1142857142857143	
COREAD	EPHA2	0.1142857142857143	
COREAD	EPHA4		0.1142857142857143
COREAD	EPHB2	0.2285714285714286	
COREAD	ERBB2	0.4571428571428572	
COREAD	ERBB3	0.34285714285714286	
COREAD	ERBB4	0.4571428571428572	
COREAD	ERCC2	0.1142857142857143	
COREAD	ERCC3	0.1142857142857143	
COREAD	ERCC6	0.2285714285714286	
COREAD	ESR1	0.1142857142857143	
COREAD	EXT1	0.34285714285714286	
COREAD	EZH2		0.1142857142857143
COREAD	FAM123B		1.3714285714285714
COREAD	FANCA	0.1142857142857143	
COREAD	FANCC	0.1142857142857143	
COREAD	FANCD2		0.1142857142857143
COREAD	FANCI	0.1142857142857143	
COREAD	FAT1	0.1142857142857143	0.1142857142857143
COREAD	FAT2	0.5714285714285714	
COREAD	FBXO11	0.1142857142857143	
COREAD	FBXW7	1.6	0.2285714285714286
COREAD	FGFR3	0.1142857142857143	
COREAD	FN1	0.8	0.1142857142857143
COREAD	FOXA2	0.1142857142857143	
COREAD	FOXP1	0.2285714285714286	
COREAD	FXR1	0.1142857142857143	0.1142857142857143
COREAD	GATA3	0.2285714285714286	
COREAD	GNA11	0.1142857142857143	
COREAD	GNAI1	0.1142857142857143	
COREAD	GNAQ	0.1142857142857143	
COREAD	GNAS	0.4571428571428572	
COREAD	GOLGA5	0.2285714285714286	
COREAD	GPC3	0.1142857142857143	
COREAD	H3F3B		0.1142857142857143
COREAD	HDAC3	0.1142857142857143	
COREAD	HDAC9	0.1142857142857143	
COREAD	HERC2	0.2285714285714286	
COREAD	HLF	0.1142857142857143	
COREAD	HSPA8	0.1142857142857143	
COREAD	IDH1	0.1142857142857143	
COREAD	IDH2	0.2285714285714286	
COREAD	IGF2R	0.1142857142857143	
COREAD	IKZF3	0.2285714285714286	
COREAD	ING1	0.1142857142857143	0.1142857142857143
COREAD	INHBA	0.2285714285714286	
COREAD	INPP4A	0.1142857142857143	
COREAD	INPPL1	0.1142857142857143	
COREAD	IREB2	0.1142857142857143	
COREAD	IRF1	0.1142857142857143	
COREAD	IRF2	0.1142857142857143	
COREAD	IRF4	0.2285714285714286	
COREAD	ITGA9	0.1142857142857143	
COREAD	ITSN1	0.2285714285714286	
COREAD	KANSL1	0.1142857142857143	0.1142857142857143
COREAD	KAT8	0.2285714285714286	
COREAD	KDM1A	0.1142857142857143	
COREAD	KDM5C		0.1142857142857143
COREAD	KDR	0.1142857142857143	
COREAD	KRAS	1.9428571428571426	
COREAD	LNPEP	0.1142857142857143	
COREAD	LRP6	0.2285714285714286	
COREAD	MACF1	0.2285714285714286	
COREAD	MAD1L1	0.1142857142857143	
COREAD	MAGI2	0.34285714285714286	
COREAD	MAP2K1	0.2285714285714286	
COREAD	MAP2K4	0.34285714285714286	0.1142857142857143
COREAD	MAP3K13	0.1142857142857143	
COREAD	MAP3K4	0.2285714285714286	
COREAD	MCC	0.34285714285714286	
COREAD	MECOM	0.1142857142857143	
COREAD	MED12	0.2285714285714286	
COREAD	MED23		0.1142857142857143
COREAD	MED24	0.2285714285714286	0.1142857142857143
COREAD	MEN1		0.1142857142857143
COREAD	MGA	0.2285714285714286	0.1142857142857143
COREAD	MLL	0.34285714285714286	
COREAD	MLL2		0.1142857142857143
COREAD	MLL3	0.34285714285714286	0.2285714285714286
COREAD	MLLT4	0.1142857142857143	
COREAD	MMP2	0.2285714285714286	
COREAD	MSH3		0.1142857142857143
COREAD	MSR1	0.1142857142857143	
COREAD	MTOR	0.4571428571428572	
COREAD	MUTYH		0.1142857142857143
COREAD	MYH11	0.4571428571428572	
COREAD	MYH14	0.4571428571428572	
COREAD	MYH9	0.1142857142857143	
COREAD	NCF2	0.1142857142857143	
COREAD	NCKAP1	0.1142857142857143	
COREAD	NCOR1		0.1142857142857143
COREAD	NF1	0.4571428571428572	0.1142857142857143
COREAD	NFATC4		0.1142857142857143
COREAD	NKX3-1	0.1142857142857143	
COREAD	NOTCH2	0.1142857142857143	
COREAD	NR4A2	0.1142857142857143	0.1142857142857143
COREAD	NRAS	0.8	
COREAD	NSD1	0.1142857142857143	
COREAD	NT5C2		0.1142857142857143
COREAD	NTRK1	0.2285714285714286	
COREAD	NTRK2	0.1142857142857143	
COREAD	NUP107	0.1142857142857143	
COREAD	NUP93	0.1142857142857143	
COREAD	NUP98	0.1142857142857143	
COREAD	OPCML	0.4571428571428572	
COREAD	PABPC3	0.1142857142857143	
COREAD	PCBP1	0.4571428571428572	
COREAD	PER1	0.1142857142857143	
COREAD	PHOX2B	0.1142857142857143	
COREAD	PIK3C2B	0.34285714285714286	
COREAD	PIK3CA	2.1714285714285713	
COREAD	PIK3R1	0.2285714285714286	0.1142857142857143
COREAD	PIK3R2		0.1142857142857143
COREAD	PLCG1	0.1142857142857143	
COREAD	PLCG2	0.34285714285714286	
COREAD	PMS2	0.1142857142857143	
COREAD	POLR2B	0.1142857142857143	
COREAD	PPP2R1A	0.2285714285714286	
COREAD	PRDM1	0.1142857142857143	
COREAD	PRKCZ	0.1142857142857143	
COREAD	PRPF8	0.4571428571428572	
COREAD	PSMB5		0.1142857142857143
COREAD	PSME3		0.1142857142857143
COREAD	PTCH1	0.2285714285714286	
COREAD	PTEN	0.1142857142857143	0.1142857142857143
COREAD	PTGS1	0.2285714285714286	
COREAD	PTPN11	0.2285714285714286	
COREAD	PTPRF	0.1142857142857143	
COREAD	PTPRU	0.6857142857142857	
COREAD	RAD23B	0.1142857142857143	
COREAD	RAD50	0.1142857142857143	
COREAD	RAD51C	0.1142857142857143	
COREAD	RAD54B		0.1142857142857143
COREAD	RASA1		0.1142857142857143
COREAD	RASGRP1	0.1142857142857143	
COREAD	RB1	0.1142857142857143	
COREAD	RBBP7	0.1142857142857143	
COREAD	RBM10	0.1142857142857143	0.4571428571428572
COREAD	RBM5	0.1142857142857143	
COREAD	RBX1	0.1142857142857143	
COREAD	RET	0.1142857142857143	
COREAD	ROS1	0.1142857142857143	
COREAD	RPL10	0.1142857142857143	
COREAD	RTN4		0.2285714285714286
COREAD	RUNX1	0.1142857142857143	0.1142857142857143
COREAD	RUNX3	0.1142857142857143	
COREAD	SDHA	0.1142857142857143	
COREAD	SEC24D	0.1142857142857143	
COREAD	SEC31A	0.1142857142857143	0.1142857142857143
COREAD	SETBP1	0.4571428571428572	
COREAD	SETD2	0.34285714285714286	0.1142857142857143
COREAD	SETDB1	0.1142857142857143	
COREAD	SF3B1	0.1142857142857143	
COREAD	SF3B3	0.1142857142857143	
COREAD	SHMT1	0.1142857142857143	
COREAD	SIN3A	0.1142857142857143	
COREAD	SMAD2	0.4571428571428572	0.2285714285714286
COREAD	SMAD3	0.4571428571428572	
COREAD	SMAD4	1.6	0.2285714285714286
COREAD	SMARCA1	0.1142857142857143	0.1142857142857143
COREAD	SMARCA4	0.34285714285714286	
COREAD	SMARCB1	0.1142857142857143	
COREAD	SMARCD1		0.1142857142857143
COREAD	SMC1A	0.2285714285714286	
COREAD	SOS1	0.1142857142857143	
COREAD	SOS2	0.2285714285714286	
COREAD	SOX9		1.0285714285714285
COREAD	SPEN	0.4571428571428572	
COREAD	SRC	0.1142857142857143	
COREAD	SRGAP3	0.2285714285714286	
COREAD	STAG1	0.2285714285714286	
COREAD	STAG2	0.2285714285714286	
COREAD	STARD13	0.1142857142857143	
COREAD	STAT3	0.1142857142857143	
COREAD	STIP1		0.1142857142857143
COREAD	STK4		0.1142857142857143
COREAD	SUFU	0.2285714285714286	
COREAD	SVEP1	0.1142857142857143	
COREAD	SYK	0.1142857142857143	
COREAD	SYNCRIP	0.1142857142857143	
COREAD	TAF1	0.2285714285714286	
COREAD	TBX3		0.1142857142857143
COREAD	TCF12	0.1142857142857143	
COREAD	TCF7L2	0.6857142857142857	
COREAD	TGFBR1	0.1142857142857143	
COREAD	TGFBR2	0.5714285714285714	0.2285714285714286
COREAD	TNFAIP3	0.1142857142857143	
COREAD	TNPO2	0.1142857142857143	
COREAD	TOM1	0.1142857142857143	
COREAD	TP53	6.057142857142858	3.085714285714286
COREAD	TP53BP1	0.2285714285714286	0.1142857142857143
COREAD	TPMT		0.1142857142857143
COREAD	TRAF7	0.1142857142857143	
COREAD	TRIO	0.2285714285714286	
COREAD	TRRAP	0.2285714285714286	0.2285714285714286
COREAD	TSHR	0.1142857142857143	
COREAD	UBR5	0.1142857142857143	0.1142857142857143
COREAD	UGT1A1	0.1142857142857143	
COREAD	VIM	0.1142857142857143	0.1142857142857143
COREAD	WASF3	0.2285714285714286	
COREAD	WIPF1	0.1142857142857143	
COREAD	WNK1	0.1142857142857143	
COREAD	WRN	0.1142857142857143	
COREAD	WT1	0.2285714285714286	
COREAD	WWOX	0.1142857142857143	
COREAD	XRN1		0.1142857142857143
COREAD	ZC3H11A		0.1142857142857143
COREAD	ZFP36L1		0.1142857142857143
COREAD	ZFP36L2		0.1142857142857143
COREAD	ZNF292		0.1142857142857143
COREAD	ZNF638		0.2285714285714286
DLBC	ACTB	1.4492753623188406	
DLBC	APC	1.4492753623188406	
DLBC	AQR	1.4492753623188406	
DLBC	ARHGAP29	1.4492753623188406	
DLBC	ARID1A		2.898550724637681
DLBC	ARID4B		1.4492753623188406
DLBC	ATM	1.4492753623188406	
DLBC	ATR		1.4492753623188406
DLBC	BCL6	1.4492753623188406	
DLBC	BTK	2.898550724637681	
DLBC	CARD11	1.4492753623188406	
DLBC	CDC73	1.4492753623188406	
DLBC	CHD4	1.4492753623188406	
DLBC	CHD6	1.4492753623188406	
DLBC	CREBBP		1.4492753623188406
DLBC	CSNK1A1	1.4492753623188406	
DLBC	CUX1		1.4492753623188406
DLBC	DDX3X	1.4492753623188406	
DLBC	EP300	1.4492753623188406	
DLBC	ERBB4	1.4492753623188406	
DLBC	FBXO11	4.3478260869565215	1.4492753623188406
DLBC	GNAI2	1.4492753623188406	
DLBC	IRF1		1.4492753623188406
DLBC	MAP3K13		1.4492753623188406
DLBC	MAP4K3	1.4492753623188406	
DLBC	MGA		1.4492753623188406
DLBC	MLL2		2.898550724637681
DLBC	MYC	7.246376811594203	
DLBC	PAX5	1.4492753623188406	
DLBC	PBRM1	1.4492753623188406	
DLBC	PIK3CA	1.4492753623188406	
DLBC	PIK3CB	1.4492753623188406	
DLBC	PIK3R1	1.4492753623188406	
DLBC	POT1	1.4492753623188406	
DLBC	PTEN		1.4492753623188406
DLBC	PTPN11	1.4492753623188406	
DLBC	RAF1	1.4492753623188406	
DLBC	RHOA	7.246376811594203	
DLBC	SMARCA4	7.246376811594203	
DLBC	SMARCB1	1.4492753623188406	
DLBC	SOCS1	2.898550724637681	
DLBC	SPEN	1.4492753623188406	
DLBC	STK4	1.4492753623188406	
DLBC	TAF1	1.4492753623188406	
DLBC	TP53	7.246376811594203	
DLBC	WHSC1L1	1.4492753623188406	
ESCA	ABCB1	0.35211267605633806	
ESCA	ABCB4	0.17605633802816903	
ESCA	ABL2	0.17605633802816903	
ESCA	ACACA	0.35211267605633806	
ESCA	ACAD8	0.17605633802816903	
ESCA	ACO1		0.17605633802816903
ESCA	ACSL6	0.35211267605633806	
ESCA	ACVR1B	0.17605633802816903	0.17605633802816903
ESCA	ACVR2A	0.17605633802816903	
ESCA	ADAM10	0.17605633802816903	
ESCA	ADCY1	0.7042253521126761	
ESCA	AFF4	0.17605633802816903	
ESCA	AHCTF1	0.528169014084507	
ESCA	AHR	0.35211267605633806	
ESCA	ALK	0.528169014084507	
ESCA	ANK3	0.35211267605633806	
ESCA	APC	0.17605633802816903	0.528169014084507
ESCA	AQR	0.35211267605633806	
ESCA	AR	0.7042253521126761	
ESCA	ARFGEF1	0.35211267605633806	
ESCA	ARHGAP26	0.17605633802816903	
ESCA	ARHGAP29	0.35211267605633806	
ESCA	ARHGAP35	0.17605633802816903	
ESCA	ARID1A		1.936619718309859
ESCA	ARID1B		0.17605633802816903
ESCA	ARID2		1.056338028169014
ESCA	ARID4B	0.17605633802816903	
ESCA	ARID5B		0.17605633802816903
ESCA	ARNTL	0.17605633802816903	
ESCA	ASH1L	0.528169014084507	
ESCA	ASPM	0.528169014084507	
ESCA	ASXL1	0.528169014084507	
ESCA	ATM	0.17605633802816903	
ESCA	ATP1A1	0.17605633802816903	
ESCA	ATR	0.35211267605633806	
ESCA	ATRX	0.17605633802816903	
ESCA	AXIN1		0.35211267605633806
ESCA	AXIN2	0.17605633802816903	
ESCA	B2M	0.17605633802816903	
ESCA	BAP1	0.17605633802816903	
ESCA	BARD1		0.17605633802816903
ESCA	BAZ2B	0.17605633802816903	
ESCA	BCL11A	0.17605633802816903	
ESCA	BCLAF1	0.17605633802816903	
ESCA	BLM	0.17605633802816903	
ESCA	BMPR1A	0.17605633802816903	
ESCA	BMPR2	0.17605633802816903	
ESCA	BPTF	0.17605633802816903	
ESCA	BRD2		0.17605633802816903
ESCA	BRIP1	0.35211267605633806	
ESCA	BRWD1	0.35211267605633806	
ESCA	BUB1B		0.17605633802816903
ESCA	CAD	0.17605633802816903	
ESCA	CAPN7	0.17605633802816903	0.17605633802816903
ESCA	CARD11	0.17605633802816903	
ESCA	CBLB		0.17605633802816903
ESCA	CDH1	0.17605633802816903	0.17605633802816903
ESCA	CDK12	0.17605633802816903	
ESCA	CDKN1B		0.35211267605633806
ESCA	CDKN2A	0.7042253521126761	1.232394366197183
ESCA	CHD3	0.17605633802816903	
ESCA	CHD4	0.17605633802816903	
ESCA	CHD8	0.35211267605633806	0.17605633802816903
ESCA	CIC		0.35211267605633806
ESCA	CLASP2		0.17605633802816903
ESCA	CLTC	0.35211267605633806	
ESCA	CNOT1	0.35211267605633806	0.17605633802816903
ESCA	CNOT3	0.17605633802816903	
ESCA	CNTNAP1	0.35211267605633806	
ESCA	COL1A1	0.528169014084507	
ESCA	COPS2		0.17605633802816903
ESCA	COPS3	0.17605633802816903	
ESCA	COPS5	0.17605633802816903	
ESCA	CSF3R	0.17605633802816903	
ESCA	CSNK1G3	0.35211267605633806	
ESCA	CSNK2A1	0.17605633802816903	
ESCA	CTCF	0.17605633802816903	
ESCA	CTNNB1	0.35211267605633806	
ESCA	CUL2	0.17605633802816903	
ESCA	CYLD	0.17605633802816903	
ESCA	DCC	1.056338028169014	0.17605633802816903
ESCA	DDB1	0.17605633802816903	
ESCA	DDX5	0.17605633802816903	
ESCA	DEPDC1B	0.17605633802816903	
ESCA	DHX15		0.17605633802816903
ESCA	DHX9	0.35211267605633806	
ESCA	DICER1	0.17605633802816903	
ESCA	DIS3	0.17605633802816903	
ESCA	DLC1	0.35211267605633806	
ESCA	DLG1	0.17605633802816903	
ESCA	DNM2	0.528169014084507	
ESCA	DPYD	0.35211267605633806	
ESCA	ECT2L	0.17605633802816903	
ESCA	EEF1A1	0.35211267605633806	
ESCA	EIF1AX		0.17605633802816903
ESCA	EIF2AK3	0.17605633802816903	
ESCA	EIF4G1	0.35211267605633806	
ESCA	ELF1		0.17605633802816903
ESCA	ELF4	0.17605633802816903	
ESCA	EP300	0.17605633802816903	
ESCA	EPHA2	0.17605633802816903	0.35211267605633806
ESCA	EPHA4	0.35211267605633806	
ESCA	ERBB2	0.17605633802816903	
ESCA	ERBB2IP		0.17605633802816903
ESCA	ERBB3	0.528169014084507	
ESCA	ERBB4	1.232394366197183	0.17605633802816903
ESCA	ERCC2	0.35211267605633806	
ESCA	ERCC4	0.528169014084507	
ESCA	ERCC5	0.35211267605633806	
ESCA	ERCC6	0.35211267605633806	
ESCA	EZH2	0.35211267605633806	
ESCA	FANCD2	0.35211267605633806	
ESCA	FAT1	0.17605633802816903	0.35211267605633806
ESCA	FAT2	0.528169014084507	
ESCA	FBXO11	0.35211267605633806	
ESCA	FBXW7	0.17605633802816903	0.17605633802816903
ESCA	FCRL4	0.17605633802816903	
ESCA	FGFR1	0.17605633802816903	
ESCA	FGFR2	0.17605633802816903	
ESCA	FLT4	0.7042253521126761	
ESCA	FN1	0.528169014084507	
ESCA	FOXL2	0.17605633802816903	
ESCA	FUS	0.17605633802816903	
ESCA	GATA2	0.17605633802816903	
ESCA	GATA3	0.17605633802816903	
ESCA	GNAI2		0.17605633802816903
ESCA	GNAS	0.17605633802816903	
ESCA	HDAC9	0.17605633802816903	
ESCA	HERC2	1.4084507042253522	0.35211267605633806
ESCA	HGF	0.17605633802816903	
ESCA	HIC2	0.17605633802816903	
ESCA	HIST1H3I	0.17605633802816903	
ESCA	HLA-B		0.17605633802816903
ESCA	IGF2R	0.17605633802816903	
ESCA	IKBKB	0.17605633802816903	
ESCA	ING1	0.17605633802816903	
ESCA	INHBA	0.17605633802816903	
ESCA	INPP4A		0.17605633802816903
ESCA	INPPL1	0.35211267605633806	
ESCA	IREB2	0.17605633802816903	
ESCA	IRF1	0.17605633802816903	
ESCA	IRF4	0.17605633802816903	
ESCA	IRF6		0.35211267605633806
ESCA	ITGA9	0.17605633802816903	
ESCA	ITSN1	0.17605633802816903	0.17605633802816903
ESCA	JAK3	0.17605633802816903	
ESCA	KAT6B	0.17605633802816903	
ESCA	KAT8	0.17605633802816903	0.17605633802816903
ESCA	KCNJ5	0.17605633802816903	
ESCA	KDM1A	0.17605633802816903	
ESCA	KDM6A	0.17605633802816903	
ESCA	KDR	0.17605633802816903	
ESCA	KIT	0.17605633802816903	
ESCA	KLF4	0.17605633802816903	
ESCA	KRAS	0.7042253521126761	
ESCA	LCP1	0.17605633802816903	
ESCA	LRP6	0.35211267605633806	
ESCA	MACF1	0.17605633802816903	
ESCA	MAD1L1		0.17605633802816903
ESCA	MAGI2	1.232394366197183	
ESCA	MAP2K4	0.17605633802816903	
ESCA	MAP3K1	0.17605633802816903	
ESCA	MAP3K13	0.17605633802816903	
ESCA	MAP3K4	0.528169014084507	
ESCA	MAP4K1	0.17605633802816903	
ESCA	MARK2		0.17605633802816903
ESCA	MCC	0.17605633802816903	
ESCA	MCM8	0.17605633802816903	
ESCA	MED12	0.17605633802816903	
ESCA	MEF2C	0.17605633802816903	
ESCA	MEN1	0.17605633802816903	
ESCA	MFNG	0.17605633802816903	
ESCA	MGA	0.17605633802816903	
ESCA	MITF	0.35211267605633806	
ESCA	MLL	0.8802816901408451	
ESCA	MLL3	0.17605633802816903	0.35211267605633806
ESCA	MLLT4	0.17605633802816903	
ESCA	MSH3	0.17605633802816903	
ESCA	MSH6		0.17605633802816903
ESCA	MSR1	0.17605633802816903	
ESCA	MTOR	0.528169014084507	
ESCA	MUTYH	0.17605633802816903	
ESCA	MYH10	0.35211267605633806	
ESCA	MYH9	0.528169014084507	
ESCA	NCOR1	0.17605633802816903	
ESCA	NCOR2	0.17605633802816903	
ESCA	NF1	0.17605633802816903	
ESCA	NFATC4	0.17605633802816903	
ESCA	NFE2L2	0.35211267605633806	
ESCA	NFKBIE		0.17605633802816903
ESCA	NOTCH1	0.528169014084507	0.17605633802816903
ESCA	NTRK1	0.17605633802816903	
ESCA	NTRK2	0.17605633802816903	
ESCA	NUP98	0.17605633802816903	
ESCA	PALB2		0.17605633802816903
ESCA	PAX5	0.17605633802816903	
ESCA	PBRM1		0.528169014084507
ESCA	PDGFRL	0.17605633802816903	
ESCA	PER1	0.17605633802816903	
ESCA	PGR	0.7042253521126761	
ESCA	PIK3C2B	0.17605633802816903	
ESCA	PIK3CA	0.7042253521126761	
ESCA	PIK3R1	0.35211267605633806	0.17605633802816903
ESCA	PLCG2	0.8802816901408451	
ESCA	PLXNA1	0.35211267605633806	
ESCA	PMS1	0.17605633802816903	
ESCA	POT1	0.17605633802816903	
ESCA	PRDM1	0.35211267605633806	
ESCA	PRPF8	0.17605633802816903	
ESCA	PSMD11	0.17605633802816903	
ESCA	PTEN	0.528169014084507	
ESCA	PTPN11	0.17605633802816903	
ESCA	PTPN12		0.17605633802816903
ESCA	PTPRB	0.17605633802816903	
ESCA	PTPRC	0.17605633802816903	
ESCA	PTPRF	0.35211267605633806	
ESCA	PTPRU	0.17605633802816903	
ESCA	RAD21	0.17605633802816903	
ESCA	RAD50	0.17605633802816903	
ESCA	RAD54B	0.35211267605633806	
ESCA	RASA1	0.17605633802816903	0.528169014084507
ESCA	RASA2	0.17605633802816903	
ESCA	RBBP8		0.17605633802816903
ESCA	RBM10		0.17605633802816903
ESCA	RBM5	0.17605633802816903	
ESCA	RET	0.17605633802816903	
ESCA	RFC4	0.17605633802816903	
ESCA	RHOT1	0.17605633802816903	
ESCA	RNF43		0.528169014084507
ESCA	ROS1	0.35211267605633806	
ESCA	RPL5	0.17605633802816903	
ESCA	RUNX1	0.17605633802816903	0.35211267605633806
ESCA	RUNX3	0.528169014084507	
ESCA	SDHA	0.17605633802816903	0.17605633802816903
ESCA	SETBP1	0.7042253521126761	
